check_in_date,property_id,property_name,category,city,room_class,no_guests,booking_platform,booking_status,ratings_given,revenue_generated,revenue_realized,Profitability_Index,successful_bookings,capacity,mmm yy,week no,day_type,length_of_stay,advance_booking
2022-05-26,17558,Atliq Grands,Luxury,Mumbai,Premium,2,others,Checked Out,1.0,20400,20400,1.0,14,27,May 22,W 22,weekeday,1,2
2022-05-26,17558,Atliq Grands,Luxury,Mumbai,Premium,2,journey,Checked Out,3.0,20400,20400,1.0,14,27,May 22,W 22,weekeday,2,7
2022-05-26,17558,Atliq Grands,Luxury,Mumbai,Premium,2,direct online,Cancelled,3.0,20400,8160,0.4,14,27,May 22,W 22,weekeday,5,6
2022-05-26,17558,Atliq Grands,Luxury,Mumbai,Premium,2,others,Cancelled,3.0,20400,8160,0.4,14,27,May 22,W 22,weekeday,1,1
2022-05-26,17558,Atliq Grands,Luxury,Mumbai,Premium,3,makeyourtrip,Checked Out,3.0,22440,22440,1.0,14,27,May 22,W 22,weekeday,5,7
2022-05-26,17558,Atliq Grands,Luxury,Mumbai,Premium,3,others,Checked Out,3.0,22440,22440,1.0,14,27,May 22,W 22,weekeday,2,3
2022-05-26,17558,Atliq Grands,Luxury,Mumbai,Premium,3,others,Cancelled,3.0,22440,8976,0.4,14,27,May 22,W 22,weekeday,5,4
2022-05-26,17558,Atliq Grands,Luxury,Mumbai,Presidential,3,direct online,Checked Out,3.0,35530,35530,1.0,3,6,May 22,W 22,weekeday,1,7
2022-05-26,17558,Atliq Grands,Luxury,Mumbai,Presidential,2,others,Checked Out,5.0,32300,32300,1.0,3,6,May 22,W 22,weekeday,1,2
2022-05-26,17558,Atliq Grands,Luxury,Mumbai,Presidential,2,tripster,Checked Out,3.0,32300,32300,1.0,3,6,May 22,W 22,weekeday,2,21
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Standard,4,others,Checked Out,5.0,13260,13260,1.0,21,32,May 22,W 22,weekeday,2,2
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Standard,2,others,Checked Out,5.0,11050,11050,1.0,21,32,May 22,W 22,weekeday,6,1
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Standard,3,tripster,Checked Out,5.0,12155,12155,1.0,21,32,May 22,W 22,weekeday,2,0
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Standard,2,makeyourtrip,Checked Out,5.0,11050,11050,1.0,21,32,May 22,W 22,weekeday,1,5
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Standard,2,others,Cancelled,5.0,11050,4420,0.4,21,32,May 22,W 22,weekeday,6,21
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Standard,2,direct online,Checked Out,5.0,11050,11050,1.0,21,32,May 22,W 22,weekeday,2,3
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Standard,3,others,Checked Out,5.0,12155,12155,1.0,21,32,May 22,W 22,weekeday,5,4
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Standard,3,direct online,Checked Out,5.0,12155,12155,1.0,21,32,May 22,W 22,weekeday,5,4
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Standard,2,journey,Checked Out,4.0,11050,11050,1.0,21,32,May 22,W 22,weekeday,2,3
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Standard,2,direct online,Checked Out,5.0,11050,11050,1.0,21,32,May 22,W 22,weekeday,2,3
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Standard,2,makeyourtrip,Checked Out,4.0,11050,11050,1.0,21,32,May 22,W 22,weekeday,5,2
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Standard,1,others,Checked Out,1.0,11050,11050,1.0,21,32,May 22,W 22,weekeday,4,6
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Standard,2,others,Checked Out,5.0,11050,11050,1.0,21,32,May 22,W 22,weekeday,5,2
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Standard,2,direct offline,Checked Out,5.0,11050,11050,1.0,21,32,May 22,W 22,weekeday,2,3
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Standard,3,others,Checked Out,3.0,12155,12155,1.0,21,32,May 22,W 22,weekeday,1,2
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Standard,1,tripster,No Show,5.0,11050,11050,1.0,21,32,May 22,W 22,weekeday,1,5
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Standard,1,makeyourtrip,Checked Out,5.0,11050,11050,1.0,21,32,May 22,W 22,weekeday,3,21
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Standard,2,logtrip,Cancelled,5.0,11050,4420,0.4,21,32,May 22,W 22,weekeday,2,7
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Standard,4,tripster,Cancelled,5.0,13260,5304,0.4,21,32,May 22,W 22,weekeday,1,4
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Standard,2,tripster,Checked Out,5.0,11050,11050,1.0,21,32,May 22,W 22,weekeday,5,6
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Standard,2,makeyourtrip,Checked Out,5.0,11050,11050,1.0,21,32,May 22,W 22,weekeday,6,4
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Elite,4,others,Checked Out,5.0,18360,18360,1.0,23,39,May 22,W 22,weekeday,4,4
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Elite,2,makeyourtrip,Checked Out,5.0,15300,15300,1.0,23,39,May 22,W 22,weekeday,1,3
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Elite,2,journey,Checked Out,5.0,15300,15300,1.0,23,39,May 22,W 22,weekeday,4,3
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Elite,1,direct online,Cancelled,5.0,15300,6120,0.4,23,39,May 22,W 22,weekeday,3,4
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Elite,2,others,Checked Out,5.0,15300,15300,1.0,23,39,May 22,W 22,weekeday,3,21
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Elite,2,makeyourtrip,Checked Out,4.0,15300,15300,1.0,23,39,May 22,W 22,weekeday,6,20
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Elite,2,direct online,Checked Out,5.0,15300,15300,1.0,23,39,May 22,W 22,weekeday,1,4
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Elite,2,makeyourtrip,Checked Out,5.0,15300,15300,1.0,23,39,May 22,W 22,weekeday,1,3
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Elite,2,tripster,Cancelled,5.0,15300,6120,0.4,23,39,May 22,W 22,weekeday,3,0
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Elite,2,others,Cancelled,5.0,15300,6120,0.4,23,39,May 22,W 22,weekeday,6,5
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Elite,2,makeyourtrip,Checked Out,5.0,15300,15300,1.0,23,39,May 22,W 22,weekeday,1,6
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Elite,2,others,Checked Out,3.0,15300,15300,1.0,23,39,May 22,W 22,weekeday,5,2
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Elite,3,logtrip,Checked Out,5.0,16830,16830,1.0,23,39,May 22,W 22,weekeday,3,0
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Elite,1,direct online,Checked Out,5.0,15300,15300,1.0,23,39,May 22,W 22,weekeday,1,2
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Elite,2,makeyourtrip,Checked Out,5.0,15300,15300,1.0,23,39,May 22,W 22,weekeday,6,3
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Elite,3,direct online,Checked Out,5.0,16830,16830,1.0,23,39,May 22,W 22,weekeday,3,7
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Elite,2,logtrip,Checked Out,5.0,15300,15300,1.0,23,39,May 22,W 22,weekeday,1,5
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Elite,1,others,Checked Out,5.0,15300,15300,1.0,23,39,May 22,W 22,weekeday,1,3
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Elite,2,makeyourtrip,Cancelled,5.0,15300,6120,0.4,23,39,May 22,W 22,weekeday,6,6
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Elite,2,others,Cancelled,5.0,15300,6120,0.4,23,39,May 22,W 22,weekeday,5,3
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Elite,2,makeyourtrip,Cancelled,5.0,15300,6120,0.4,23,39,May 22,W 22,weekeday,1,3
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Elite,2,makeyourtrip,Cancelled,5.0,15300,6120,0.4,23,39,May 22,W 22,weekeday,4,4
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Elite,2,others,Checked Out,5.0,15300,15300,1.0,23,39,May 22,W 22,weekeday,6,6
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Premium,3,direct online,Checked Out,4.0,22440,22440,1.0,12,16,May 22,W 22,weekeday,2,4
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Premium,2,others,Checked Out,5.0,20400,20400,1.0,12,16,May 22,W 22,weekeday,6,6
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Premium,4,others,Checked Out,3.0,24480,24480,1.0,12,16,May 22,W 22,weekeday,1,4
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Premium,4,others,Checked Out,5.0,24480,24480,1.0,12,16,May 22,W 22,weekeday,6,24
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Premium,2,others,Checked Out,5.0,20400,20400,1.0,12,16,May 22,W 22,weekeday,5,0
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Premium,2,logtrip,Checked Out,5.0,20400,20400,1.0,12,16,May 22,W 22,weekeday,5,7
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Premium,2,others,Checked Out,5.0,20400,20400,1.0,12,16,May 22,W 22,weekeday,1,3
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Premium,2,journey,Checked Out,5.0,20400,20400,1.0,12,16,May 22,W 22,weekeday,6,2
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Premium,2,tripster,Checked Out,5.0,20400,20400,1.0,12,16,May 22,W 22,weekeday,5,2
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Premium,1,makeyourtrip,Checked Out,5.0,20400,20400,1.0,12,16,May 22,W 22,weekeday,5,2
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Premium,1,others,Checked Out,4.0,20400,20400,1.0,12,16,May 22,W 22,weekeday,1,21
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Premium,2,direct online,Checked Out,5.0,20400,20400,1.0,12,16,May 22,W 22,weekeday,6,1
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Presidential,2,logtrip,Checked Out,5.0,32300,32300,1.0,9,14,May 22,W 22,weekeday,1,4
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Presidential,1,makeyourtrip,Checked Out,4.0,32300,32300,1.0,9,14,May 22,W 22,weekeday,2,7
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Presidential,6,makeyourtrip,Cancelled,5.0,45220,18088,0.4,9,14,May 22,W 22,weekeday,6,2
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Presidential,2,makeyourtrip,Cancelled,5.0,32300,12920,0.4,9,14,May 22,W 22,weekeday,1,4
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Presidential,4,others,Checked Out,4.0,38760,38760,1.0,9,14,May 22,W 22,weekeday,1,1
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Presidential,2,direct online,Checked Out,5.0,32300,32300,1.0,9,14,May 22,W 22,weekeday,2,7
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Presidential,5,makeyourtrip,Checked Out,5.0,41990,41990,1.0,9,14,May 22,W 22,weekeday,1,5
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Presidential,1,others,Checked Out,5.0,32300,32300,1.0,9,14,May 22,W 22,weekeday,1,1
2022-05-26,17559,Atliq Exotica,Luxury,Mumbai,Presidential,3,makeyourtrip,Checked Out,5.0,35530,35530,1.0,9,14,May 22,W 22,weekeday,3,3
2022-05-26,17560,Atliq City,Business,Mumbai,Standard,1,others,Checked Out,5.0,11050,11050,1.0,21,40,May 22,W 22,weekeday,1,0
2022-05-26,17560,Atliq City,Business,Mumbai,Standard,1,others,Checked Out,3.0,11050,11050,1.0,21,40,May 22,W 22,weekeday,1,0
2022-05-26,17560,Atliq City,Business,Mumbai,Standard,1,makeyourtrip,Checked Out,3.0,11050,11050,1.0,21,40,May 22,W 22,weekeday,1,1
2022-05-26,17560,Atliq City,Business,Mumbai,Standard,1,direct offline,Checked Out,4.0,11050,11050,1.0,21,40,May 22,W 22,weekeday,2,1
2022-05-26,17560,Atliq City,Business,Mumbai,Standard,4,others,Cancelled,3.0,13260,5304,0.4,21,40,May 22,W 22,weekeday,1,5
2022-05-26,17560,Atliq City,Business,Mumbai,Standard,1,others,Checked Out,3.0,11050,11050,1.0,21,40,May 22,W 22,weekeday,1,3
2022-05-26,17560,Atliq City,Business,Mumbai,Standard,1,tripster,Checked Out,3.0,11050,11050,1.0,21,40,May 22,W 22,weekeday,1,3
2022-05-26,17560,Atliq City,Business,Mumbai,Standard,2,others,Checked Out,4.0,11050,11050,1.0,21,40,May 22,W 22,weekeday,3,0
2022-05-26,17560,Atliq City,Business,Mumbai,Standard,2,makeyourtrip,Checked Out,3.0,11050,11050,1.0,21,40,May 22,W 22,weekeday,1,1
2022-05-26,17560,Atliq City,Business,Mumbai,Standard,4,direct online,Checked Out,3.0,13260,13260,1.0,21,40,May 22,W 22,weekeday,4,21
2022-05-26,17560,Atliq City,Business,Mumbai,Standard,1,others,Cancelled,3.0,11050,4420,0.4,21,40,May 22,W 22,weekeday,2,3
2022-05-26,17560,Atliq City,Business,Mumbai,Standard,1,makeyourtrip,Checked Out,3.0,11050,11050,1.0,21,40,May 22,W 22,weekeday,2,3
2022-05-26,17560,Atliq City,Business,Mumbai,Standard,1,others,Checked Out,3.0,11050,11050,1.0,21,40,May 22,W 22,weekeday,1,3
2022-05-26,17560,Atliq City,Business,Mumbai,Standard,1,makeyourtrip,Cancelled,3.0,11050,4420,0.4,21,40,May 22,W 22,weekeday,1,2
2022-05-26,17560,Atliq City,Business,Mumbai,Standard,1,tripster,Checked Out,3.0,11050,11050,1.0,21,40,May 22,W 22,weekeday,1,0
2022-05-26,17560,Atliq City,Business,Mumbai,Standard,1,logtrip,Checked Out,3.0,11050,11050,1.0,21,40,May 22,W 22,weekeday,1,0
2022-05-26,17560,Atliq City,Business,Mumbai,Standard,4,others,Checked Out,3.0,13260,13260,1.0,21,40,May 22,W 22,weekeday,1,0
2022-05-26,17560,Atliq City,Business,Mumbai,Standard,1,makeyourtrip,Checked Out,3.0,11050,11050,1.0,21,40,May 22,W 22,weekeday,3,0
2022-05-26,17560,Atliq City,Business,Mumbai,Standard,2,logtrip,Cancelled,3.0,11050,4420,0.4,21,40,May 22,W 22,weekeday,1,1
2022-05-26,17560,Atliq City,Business,Mumbai,Standard,2,makeyourtrip,Cancelled,3.0,11050,4420,0.4,21,40,May 22,W 22,weekeday,1,1
2022-05-26,17560,Atliq City,Business,Mumbai,Standard,1,direct online,Checked Out,3.0,11050,11050,1.0,21,40,May 22,W 22,weekeday,2,0
2022-05-26,17560,Atliq City,Business,Mumbai,Elite,2,logtrip,Cancelled,3.0,15300,6120,0.4,21,45,May 22,W 22,weekeday,1,21
2022-05-26,17560,Atliq City,Business,Mumbai,Elite,1,others,Checked Out,3.0,15300,15300,1.0,21,45,May 22,W 22,weekeday,1,1
2022-05-26,17560,Atliq City,Business,Mumbai,Elite,1,logtrip,Checked Out,3.0,15300,15300,1.0,21,45,May 22,W 22,weekeday,3,2
2022-05-26,17560,Atliq City,Business,Mumbai,Elite,2,others,Checked Out,3.0,15300,15300,1.0,21,45,May 22,W 22,weekeday,1,0
2022-05-26,17560,Atliq City,Business,Mumbai,Elite,1,direct online,Checked Out,3.0,15300,15300,1.0,21,45,May 22,W 22,weekeday,3,0
2022-05-26,17560,Atliq City,Business,Mumbai,Elite,4,others,Checked Out,4.0,18360,18360,1.0,21,45,May 22,W 22,weekeday,3,0
2022-05-26,17560,Atliq City,Business,Mumbai,Elite,2,direct offline,Checked Out,3.0,15300,15300,1.0,21,45,May 22,W 22,weekeday,1,4
2022-05-26,17560,Atliq City,Business,Mumbai,Elite,1,makeyourtrip,Cancelled,3.0,15300,6120,0.4,21,45,May 22,W 22,weekeday,1,1
2022-05-26,17560,Atliq City,Business,Mumbai,Elite,4,others,Checked Out,3.0,18360,18360,1.0,21,45,May 22,W 22,weekeday,1,1
2022-05-26,17560,Atliq City,Business,Mumbai,Elite,1,makeyourtrip,Checked Out,3.0,15300,15300,1.0,21,45,May 22,W 22,weekeday,2,0
2022-05-26,17560,Atliq City,Business,Mumbai,Elite,1,others,No Show,3.0,15300,15300,1.0,21,45,May 22,W 22,weekeday,1,0
2022-05-26,17560,Atliq City,Business,Mumbai,Elite,1,logtrip,Checked Out,2.0,15300,15300,1.0,21,45,May 22,W 22,weekeday,1,0
2022-05-26,17560,Atliq City,Business,Mumbai,Elite,1,others,Checked Out,3.0,15300,15300,1.0,21,45,May 22,W 22,weekeday,1,1
2022-05-26,17560,Atliq City,Business,Mumbai,Elite,1,logtrip,Checked Out,3.0,15300,15300,1.0,21,45,May 22,W 22,weekeday,3,0
2022-05-26,17560,Atliq City,Business,Mumbai,Elite,1,others,Cancelled,3.0,15300,6120,0.4,21,45,May 22,W 22,weekeday,3,1
2022-05-26,17560,Atliq City,Business,Mumbai,Elite,1,direct online,Cancelled,3.0,15300,6120,0.4,21,45,May 22,W 22,weekeday,1,0
2022-05-26,17560,Atliq City,Business,Mumbai,Elite,2,logtrip,Checked Out,2.0,15300,15300,1.0,21,45,May 22,W 22,weekeday,3,1
2022-05-26,17560,Atliq City,Business,Mumbai,Elite,1,others,Checked Out,3.0,15300,15300,1.0,21,45,May 22,W 22,weekeday,3,0
2022-05-26,17560,Atliq City,Business,Mumbai,Elite,1,makeyourtrip,Cancelled,3.0,15300,6120,0.4,21,45,May 22,W 22,weekeday,1,1
2022-05-26,17560,Atliq City,Business,Mumbai,Elite,1,logtrip,Checked Out,3.0,15300,15300,1.0,21,45,May 22,W 22,weekeday,1,0
2022-05-26,17560,Atliq City,Business,Mumbai,Elite,2,journey,Checked Out,3.0,15300,15300,1.0,21,45,May 22,W 22,weekeday,3,1
2022-05-26,17560,Atliq City,Business,Mumbai,Premium,1,others,Checked Out,3.0,20400,20400,1.0,12,25,May 22,W 22,weekeday,1,0
2022-05-26,17560,Atliq City,Business,Mumbai,Premium,2,direct online,Checked Out,3.0,20400,20400,1.0,12,25,May 22,W 22,weekeday,1,21
2022-05-26,17560,Atliq City,Business,Mumbai,Premium,1,others,Cancelled,3.0,20400,8160,0.4,12,25,May 22,W 22,weekeday,2,0
2022-05-26,17560,Atliq City,Business,Mumbai,Premium,4,journey,Checked Out,2.0,24480,24480,1.0,12,25,May 22,W 22,weekeday,4,0
2022-05-26,17560,Atliq City,Business,Mumbai,Premium,3,direct offline,Checked Out,3.0,22440,22440,1.0,12,25,May 22,W 22,weekeday,5,1
2022-05-26,17560,Atliq City,Business,Mumbai,Premium,1,others,Checked Out,1.0,20400,20400,1.0,12,25,May 22,W 22,weekeday,1,0
2022-05-26,17560,Atliq City,Business,Mumbai,Premium,2,journey,Checked Out,1.0,20400,20400,1.0,12,25,May 22,W 22,weekeday,1,0
2022-05-26,17560,Atliq City,Business,Mumbai,Premium,2,tripster,Checked Out,3.0,20400,20400,1.0,12,25,May 22,W 22,weekeday,1,3
2022-05-26,17560,Atliq City,Business,Mumbai,Premium,2,makeyourtrip,Checked Out,3.0,20400,20400,1.0,12,25,May 22,W 22,weekeday,2,0
2022-05-26,17560,Atliq City,Business,Mumbai,Premium,1,direct online,Checked Out,3.0,20400,20400,1.0,12,25,May 22,W 22,weekeday,1,0
2022-05-26,17560,Atliq City,Business,Mumbai,Premium,1,logtrip,Cancelled,3.0,20400,8160,0.4,12,25,May 22,W 22,weekeday,3,0
2022-05-26,17560,Atliq City,Business,Mumbai,Premium,1,direct online,Checked Out,3.0,20400,20400,1.0,12,25,May 22,W 22,weekeday,1,0
2022-05-26,17560,Atliq City,Business,Mumbai,Presidential,1,others,Checked Out,3.0,32300,32300,1.0,6,13,May 22,W 22,weekeday,1,0
2022-05-26,17560,Atliq City,Business,Mumbai,Presidential,1,makeyourtrip,Checked Out,2.0,32300,32300,1.0,6,13,May 22,W 22,weekeday,2,0
2022-05-26,17560,Atliq City,Business,Mumbai,Presidential,1,direct offline,Checked Out,3.0,32300,32300,1.0,6,13,May 22,W 22,weekeday,1,0
2022-05-26,17560,Atliq City,Business,Mumbai,Presidential,1,makeyourtrip,Checked Out,3.0,32300,32300,1.0,6,13,May 22,W 22,weekeday,3,1
2022-05-26,17560,Atliq City,Business,Mumbai,Presidential,2,others,Checked Out,2.0,32300,32300,1.0,6,13,May 22,W 22,weekeday,1,0
2022-05-26,17560,Atliq City,Business,Mumbai,Presidential,1,others,No Show,3.0,32300,32300,1.0,6,13,May 22,W 22,weekeday,1,20
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Standard,2,direct offline,Cancelled,5.0,11050,4420,0.4,16,26,May 22,W 22,weekeday,1,2
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Standard,1,others,Checked Out,4.0,11050,11050,1.0,16,26,May 22,W 22,weekeday,1,3
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Standard,2,others,Checked Out,5.0,11050,11050,1.0,16,26,May 22,W 22,weekeday,6,1
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Standard,3,others,Cancelled,5.0,12155,4862,0.4,16,26,May 22,W 22,weekeday,1,2
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Standard,3,makeyourtrip,Cancelled,5.0,12155,4862,0.4,16,26,May 22,W 22,weekeday,2,1
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Standard,1,others,Checked Out,5.0,11050,11050,1.0,16,26,May 22,W 22,weekeday,6,2
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Standard,1,direct offline,No Show,5.0,11050,11050,1.0,16,26,May 22,W 22,weekeday,2,4
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Standard,3,direct offline,Checked Out,5.0,12155,12155,1.0,16,26,May 22,W 22,weekeday,1,5
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Standard,1,others,Checked Out,5.0,11050,11050,1.0,16,26,May 22,W 22,weekeday,1,20
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Standard,4,makeyourtrip,No Show,5.0,13260,13260,1.0,16,26,May 22,W 22,weekeday,6,4
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Standard,2,journey,Checked Out,5.0,11050,11050,1.0,16,26,May 22,W 22,weekeday,1,2
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Standard,2,makeyourtrip,Checked Out,5.0,11050,11050,1.0,16,26,May 22,W 22,weekeday,1,4
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Standard,4,others,Checked Out,5.0,13260,13260,1.0,16,26,May 22,W 22,weekeday,1,4
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Standard,2,direct online,Cancelled,5.0,11050,4420,0.4,16,26,May 22,W 22,weekeday,1,2
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Standard,1,others,Checked Out,3.0,11050,11050,1.0,16,26,May 22,W 22,weekeday,2,0
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Standard,2,others,Checked Out,5.0,11050,11050,1.0,16,26,May 22,W 22,weekeday,6,3
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Elite,2,tripster,Checked Out,5.0,15300,15300,1.0,23,36,May 22,W 22,weekeday,1,1
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Elite,1,others,Checked Out,5.0,15300,15300,1.0,23,36,May 22,W 22,weekeday,6,4
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Elite,1,others,No Show,5.0,15300,15300,1.0,23,36,May 22,W 22,weekeday,5,3
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Elite,4,others,Checked Out,3.0,18360,18360,1.0,23,36,May 22,W 22,weekeday,6,5
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Elite,2,others,Cancelled,5.0,15300,6120,0.4,23,36,May 22,W 22,weekeday,6,3
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Elite,3,others,Checked Out,5.0,16830,16830,1.0,23,36,May 22,W 22,weekeday,1,0
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Elite,2,others,Cancelled,5.0,15300,6120,0.4,23,36,May 22,W 22,weekeday,6,21
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Elite,3,others,Checked Out,5.0,16830,16830,1.0,23,36,May 22,W 22,weekeday,5,2
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Elite,2,makeyourtrip,No Show,5.0,15300,15300,1.0,23,36,May 22,W 22,weekeday,1,6
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Elite,2,direct offline,Checked Out,4.0,15300,15300,1.0,23,36,May 22,W 22,weekeday,2,6
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Elite,2,logtrip,Checked Out,4.0,15300,15300,1.0,23,36,May 22,W 22,weekeday,1,2
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Elite,2,logtrip,Cancelled,5.0,15300,6120,0.4,23,36,May 22,W 22,weekeday,6,3
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Elite,4,others,Checked Out,4.0,18360,18360,1.0,23,36,May 22,W 22,weekeday,3,5
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Elite,2,journey,No Show,5.0,15300,15300,1.0,23,36,May 22,W 22,weekeday,5,4
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Elite,2,others,Checked Out,3.0,15300,15300,1.0,23,36,May 22,W 22,weekeday,1,1
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Elite,3,makeyourtrip,Checked Out,5.0,16830,16830,1.0,23,36,May 22,W 22,weekeday,2,3
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Elite,4,direct offline,No Show,5.0,18360,18360,1.0,23,36,May 22,W 22,weekeday,5,5
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Elite,3,makeyourtrip,Checked Out,5.0,16830,16830,1.0,23,36,May 22,W 22,weekeday,1,4
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Elite,1,logtrip,Checked Out,5.0,15300,15300,1.0,23,36,May 22,W 22,weekeday,6,3
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Elite,4,others,Checked Out,5.0,18360,18360,1.0,23,36,May 22,W 22,weekeday,6,4
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Elite,2,logtrip,Checked Out,5.0,15300,15300,1.0,23,36,May 22,W 22,weekeday,2,4
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Elite,3,others,Cancelled,5.0,16830,6732,0.4,23,36,May 22,W 22,weekeday,2,5
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Elite,2,others,Cancelled,5.0,15300,6120,0.4,23,36,May 22,W 22,weekeday,1,1
2022-05-26,17561,Atliq Blu,Luxury,Mumbai,Premium,2,logtrip,Checked Out,5.0,20400,20400,1.0,12,19,May 22,W 22,weekeday,1,3
